2013-09-16	13
2013-09-14	1
2013-09-13	4
2013-09-12	4
2013-09-11	2
2013-09-10	2
2013-09-09	7
2013-09-06	3
2013-09-05	8
2013-09-04	8
2013-09-03	1
2013-09-02	3
2013-09-01	1
2013-08-30	2
2013-08-29	2
2013-08-28	3
2013-08-27	4
2013-08-26	8
2013-08-24	2
2013-08-23	3
2013-08-22	2
2013-08-21	3
2013-08-20	3
2013-08-19	6
2013-08-17	2
2013-08-16	5
2013-08-15	5
2013-08-14	6
2013-08-13	5
2013-08-12	3
2013-08-09	3
2013-08-08	6
2013-08-07	6
2013-08-06	5
2013-08-05	2
2013-08-03	10
2013-08-02	3
2013-08-01	6
2013-07-31	1
2013-07-30	3
2013-07-29	4
2013-07-27	1
2013-07-26	4
2013-07-25	7
2013-07-24	1
2013-07-23	2
2013-07-22	8
2013-07-21	3
2013-07-18	2
2013-07-17	4
2013-07-16	8
2013-07-15	4
2013-07-14	2
2013-07-13	1
2013-07-12	6
2013-07-11	13
2013-07-10	2
2013-07-09	7
2013-07-08	9
2013-07-07	1
2013-07-06	1
2013-07-05	1
2013-07-04	3
2013-07-03	7
2013-07-02	2
2013-07-01	5
2013-06-30	1
2013-06-29	2
2013-06-28	5
2013-06-27	6
2013-06-26	2
2013-06-25	5
2013-06-24	1
2013-06-21	4
2013-06-20	15
2013-06-19	5
2013-06-18	4
2013-06-17	4
2013-06-16	1
2013-06-15	3
2013-06-14	1
2013-06-13	2
2013-06-12	7
2013-06-11	3
2013-06-10	6
2013-06-09	3
2013-06-08	1
2013-06-07	2
2013-06-06	7
2013-06-05	5
2013-06-04	10
2013-06-03	1
2013-06-02	2
2013-05-31	3
2013-05-30	6
2013-05-29	6
2013-05-28	2
2013-05-27	5
2013-05-25	2
2013-05-24	2
2013-05-23	3
2013-05-22	3
2013-05-21	6
2013-05-20	10
2013-05-18	2
2013-05-17	5
2013-05-16	6
2013-05-15	3
2013-05-14	7
2013-05-13	3
2013-05-12	1
2013-05-11	1
2013-05-10	3
2013-05-08	1
2013-05-07	3
2013-05-06	1
2013-05-05	1
2013-05-03	3
2013-05-02	2
2013-05-01	10
2013-04-30	3
2013-04-29	5
2013-04-25	2
2013-04-24	1
2013-04-23	4
2013-04-22	2
2013-04-21	2
2013-04-19	1
2013-04-18	2
2013-04-17	3
2013-04-16	1
2013-04-15	4
2013-04-14	1
2013-04-11	3
2013-04-10	10
2013-04-09	9
2013-04-08	3
2013-04-07	2
2013-04-06	7
2013-04-05	11
2013-04-04	4
2013-04-03	12
2013-04-02	2
2013-04-01	15
2013-03-25	1
2013-03-22	3
2013-03-21	10
2013-03-20	7
2013-03-19	10
2013-03-18	2
2013-03-17	1
2013-03-15	1
2013-03-14	2
2013-03-13	3
2013-03-12	1
2013-03-05	2
2013-03-04	8
2013-03-03	2
2013-03-02	1
2013-03-01	3
2013-02-28	3
2013-02-27	6
2013-02-26	11
2013-02-25	10
2013-02-22	6
2013-02-21	8
2013-02-20	9
2013-02-19	5
2013-02-18	6
2013-02-15	3
2013-02-14	2
2013-02-13	2
2013-02-10	1
2013-02-08	4
2013-02-07	4
2013-02-06	1
2013-02-05	2
2013-02-04	4
2013-02-03	2
2013-02-01	3
2013-01-31	2
2013-01-30	5
2013-01-29	3
2013-01-28	5
2013-01-27	1
2013-01-25	2
2013-01-24	2
2013-01-22	1
2013-01-21	3
2013-01-19	5
2013-01-18	5
2013-01-17	3
2013-01-16	3
2013-01-15	5
2013-01-14	3
2013-01-13	2
2013-01-12	3
2013-01-11	4
2013-01-10	3
2013-01-08	1
2013-01-07	1
2013-01-04	2
2013-01-03	1
2013-01-02	1
2012-12-30	2
2012-12-27	2
2012-12-26	4
2012-12-21	4
2012-12-19	4
2012-12-18	2
